isbn,books
0192126040,006008667X,075285884X,0743444787,3499132060,0333908732,0804109168,0842311645,0373871708,038533673X,0140103147
1857025539,3257018959,0385233728,0523407181,1565074238,1565041968,1565041836,0525249478,0525248358,156458299X,1563990288
0789404427,0764228218,0736903623,0801012430,0892742062,1576830004,0883965844,0782129439,0877952604,0877849234,0849916917
0782129439,0764228218,0736903623,0801012430,0789404427,0892742062,1576830004,0883965844,0877952604,0877849234,0849916917
0764228218,0782129439,1576830004,0789404427,0883965844,0801012430,0877849234,0877952604,0736903623,0892742062,1557481059
0553050680,0762412119,1582380805,0520242335,0425098761,0394510259,0679442529,1886411077,0002250810,0801834910,031226769X
0736903623,0789404427,1576830004,0801012430,0877849234,0877952604,0892742062,0782129439,0883965844,0764228218,0849916917
1560761210,0451450442,0451200748,0553348647,0553340077,0451144368,0679021507,055329119X,0679413472,0345364759,0397472242
1843910500,057117857X,1844130533,1840225025,1840221178,155748919X,0517515784,1557738270,0375402497,0517408708,0517357682
1840221178,0449004589,057117857X,1844130533,1840225025,0932379370,0933478062,0933286481,0375813039,0376030895,0933031971
1840225025,1844130533,0711708770,057117857X,1840221178,0380978423,0450484912,0449240835,0803297580,2070401189,0449906973
057117857X,1840225025,1844130533,1840221178,3499132060,0801834910,0471503819,006059036X,0140030999,0806961147,0806948884
0345391837,0393050971,0312304862,0679760571,1569310823,1550170465,0865714045,0786709421,0312890230,031214752X,0071402500
0141315741,1844130533,1840225025,0711708770,0553295284,057117857X,1840221178,0913299944,087011851X,0399507906,0867202076
0711708770,1844130533,1840225025,057117857X,1840221178,0141315741,092026932X,088184537X,0394608127,0394620119,0394701143
1900512440,0425103374,057117857X,0553271571,1844130533,1840225025,1840221178,1551520397,1551110458,0517561336,1551101408
1844130533,1840225025,0711708770,057117857X,1840221178,0380978423,020526848X,0449240835,0803297580,2070401189,0449906973
0310209307,0786882425,0679146504,0806997672,1567184642,0671702610,0553502158,0786706953,0671628860,0842337938,0553252364
1883055067,1550373560,0671026763,0531170233,1551101408,1575050234,1562224549,0634006312,0871203421,0749704209,0944483739
0440214114,0373510225,0345345304,0373196903,044922421X,1557737436,0060905255,0802135676,0965763986,0671727540,019212305X
1575050234,1551101408,0671026763,0531170233,1550373560,1562224549,0634006312,1883055067,0944483739,0749704209,0871203421
1562224549,1551101408,0749704209,0871203421,0531170233,1550373560,0634006312,1883055067,0944483739,0671026763,1575050234
1552096165,0439989698,0671026763,0749704209,1575050234,0634006312,0871203421,1550373560,1562224549,1551101408,0531170233
1551101408,0944483739,1883055067,0531170233,0871203421,1550373560,1562224549,0634006312,1575050234,0749704209,0671026763
0312099436,0140263357,0192839705,0553374966,1565123891,0786706953,0449126404,0575072180,0060556102,157243421X,0449126684
1550373560,0944483739,0749704209,0634006312,0531170233,1562224549,0871203421,1883055067,1575050234,0671026763,1551101408
0451450442,0441001947,1560761210,0671734970,1565041836,1565123891,0802463835,0553279440,1565123441,1565122720,1565120752
0130314803,0764551949,1880033100,0373120796,0553072633,0425171272,0449146650,0821740261,0380711362,1552090094,0590411241
0944483739,1575050234,1551101408,0531170233,0634006312,0749704209,0671026763,1550373560,1883055067,1562224549,0871203421
0764551949,0130314803,1880033100,1559724773,0743444787,0439560438,0553375393,0425171272,0805072403,0812094123,1401300952
0871203421,1551101408,1883055067,0531170233,1550373560,1562224549,0944483739,0634006312,1575050234,0671026763,0749704209
0312959249,0809224275,1556619510,0373194889,0373194560,0373511310,0373193572,0373193262,037351185X,0373173121,0373167288
1576739562,1892086034,1880033100,0671702610,0385489366,0553502158,0826212123,0553492284,0449004589,2869305591,0553527738
0425171272,0130314803,0764551949,1880033100,0505522985,0373195982,0061085634,0440215684,0373764464,0061085154,0373037163
1880033100,3499132060,0395657768,006017658X,042517168X,0802044069,0449220281,0373261241,055326544X,0060182695,0395661641
0449215571,0449146650,0140350519,0449208591,0425105547,0380507994,0821740261,0553292765,0312864787,006017529X,0395305098
0749704209,1575050234,0944483739,1551101408,0634006312,0531170233,1562224549,0671026763,1883055067,1550373560,0871203421
0842329242,0842332308,0842332278,0842332286,0373031610,0373028741,0373026803,0373023146,037301970X,0743518292,037302956X
0671026763,0871203421,0944483739,0634006312,1551101408,1575050234,0531170233,0749704209,1883055067,1562224549,1550373560
0553106333,0786708484,0156011484,0130314803,0764551949,0060177632,0312861877,055313065X,0439221714,1880033100,0373261551
0634006312,1575050234,0944483739,1551101408,0531170233,1550373560,0749704209,0671026763,1883055067,0871203421,1562224549
0395683297,0764551949,0130314803,1880033100,0465024769,1568840020,087022932X,0425171272,0684848228,0451131398,0340654163
0531170233,0871203421,0671026763,1551101408,0749704209,1883055067,1562224549,0634006312,1575050234,1550373560,0944483739
0425168298,0020322208,0440217121,0452279763,0595094724,037540838X,0687069831,1566199212,0875962149,1551665492,0425178781
0439989698,1552096165,0531170233,0944483739,1575050234,0634006312,0871203421,1550373560,1551101408,1883055067,1562224549
0345433165,1576732509,0553265873,0865470723,042508647X,0451169034,0805208739,0971574308,0517595761,0060177632,0736903623
067084943X,0345449762,0345447301,0395710901,0060805188,0671649469,0449200019,0060972912,0684849321,0671529986,0553260227
0721406270,0441005004,002346450X,0913299944,0865262179,0865473927,0399526870,0399517413,0399507906,0865475768,0399200525
0486264661,207036786X,002346450X,0721406270,0441005004,0399134999,0811201031,0380728079,1565847407,0345449088,0345431626
0486272818,0805060685,0375753397,019283617X,1582343292,0684832186,0441005004,0721406270,0863580971,0747248311,3453075358
0486272648,002346450X,0721406270,0441005004,1570627215,3442435617,0910937044,1840225106,3442413052,0908912943,0330481827
048627053X,0393045897,002346450X,0721406270,0441005004,0805044809,0671797972,0446385050,039911565X,0062700138,0385262094
0441005004,0721406270,075285884X,0743444787,3499132060,0804109168,0333908732,0842311645,0373871708,038533673X,0140103147
3800173867,3442076714,3442076730,3550071647,3502251266,3426870193,3499100649,3442075491,0672305992,3499225093,3404125339
002346450X,0721406270,0441005004,1567182798,0373271786,1567185800,0373271980,0373272162,0786863234,0786863943,1567184812
1853262412,068803196X,0140432639,0812544196,1559703849,1857026632,1880656655,0140432353,0394700139,0746002602,0745950450
1880656655,0812544196,081447103X,0892965827,0385332831,0849957680,038533348x,0385334532,0385335032,2070752313,1581590229
0812544196,1880656655,0312203888,006017658X,1556618751,0060182695,0792237455,0385721218,038075553X,0671680757,0863560253
0385285965,0385476965,0345365836,8484034526,0393051870,0385314019,1893224848,0684815001,0553250906,0140436081,0679745211
0380784130,082031661X,0679421009,0898655293,0867211326,0441535062,089845767X,0746002602,0746002939,1402201036,0375703802
843220708X,156718393X,8439705301,8497598881,0385293542,0912936002,088184537X,088184277X,0393315002,0881662992,0393317773
096623460X,0393045773,8479530960,2253171603,0140437711,0747541523,8471783355,1582341311,2070410331,0802131042,0786212055
8466200711,096623460X,0684825953,0859915107,0802044069,0393305546,0201353504,190301512X,0913299944,0393322904,0849937302
3502251266,3442076714,3550071647,3442076730,3800173867,3426870193,3442075491,3404125339,325722866X,3499100649,3499225093
0446357448,8484034526,0684801299,8466200711,0865470723,096623460X,0345325621,0446606294,0385041594,0312080735,0385290349
3499225093,3499100649,325722866X,3442075491,3404125339,0672305992,1569471290,1569473285,1569473099,1569472084,1569471924
0446606294,0373217285,8466200711,0553208934,0805039759,0375726519,0849953014,096623460X,0571215939,0916390403,0385336799
0671689746,0449005186,0307030768,037302956X,0525941681,037301970X,1562931075,0373762852,0373096283,0373026803,0373028741
3499100649,3499225093,325722866X,3442075491,3404125339,0672305992,0345284976,0451627970,1569473285,1569473099,1569472084
0060951273,0571212018,0521435188,158567074X,0691004323,0440220890,0440224446,0838414656,8434808986,0307690512,0452271746
0380790904,0380791021,037301970X,0525941681,037302956X,0380765365,0373096283,0373028741,0373023146,0451146360,1553165810
0439104661,1570710805,1562931075,0671688359,0590118455,0553270079,0590068288,0737302291,0553155199,0553378635,0553484222
3442076730,3442076714,3550071647,3502251266,3800173867,3426870193,325722866X,3442075491,3499225093,3404125339,3499100649
0345435907,055320226X,0684855135,0471175757,0553052802,0801834910,0807119466,094920658X,0140103147,0702233560,0859915107
3442076714,3442076730,3550071647,3502251266,3800173867,3426870193,325722866X,3442075491,3499225093,3404125339,3499100649
0385319215,0345345304,0345435907,0684855135,0965664120,0312268726,1573240966,0679407715,0060955457,0515078670,0821764780
3442075491,3499100649,3499225093,325722866X,0672305992,3404125339,0345284976,0451627970,1569473285,1569473099,1569472084
0684855135,0345435907,0758201680,1879384493,0151958572,1878851136,0912936002,0399507906,0865473927,0399526870,0399517413
3426870193,3550071647,3442076730,3800173867,3502251266,3442076714,325722866X,3499100649,0672305992,3404125339,3499225093
0743250192,1560254424,0393037355,0884194876,0843147024,0843953454,0385423500,038542597X,0843949015,084394577X,0843922877
1551664348,1551666200,0373258674,0789491869,0449210197,1551664690,1570710805,0345375793,0060809566,051512446X,1562931075
3502151040,1570251703,0151620865,0688091695,039457172X,2264034602,0394580117,0345449088,0688070620,0688066496,0688044611
3404125339,3499100649,3499225093,325722866X,3442075491,0672305992,0345284976,0451626710,1569473099,1569472084,1569471924
325722866X,3499100649,3499225093,3442075491,3404125339,0672305992,0345284976,0451626710,1569473099,1569472084,1569471924
3518366823,3442727731,3426032244,3499605554,0399517413,0413183904,0399550003,0865473927,0865475768,0399526870,0867202076
0446393568,075285884X,1578566576,0807119466,080249238X,0583121349,0671680757,0380007576,0471548316,0671676350,0862417929
0385335555,0963784617,0743423615,1551668351,0380789116,1590580273,1590580249,0425183653,0399149686,0765309521,1590580486
0385333005,0345365836,1893224848,0385314019,0393051870,1582431280,0849943663,015100529X,0393322742,0670868159,0375507264
0671517635,1566196264,0394826655,0385290349,0671026194,0929071506,0452010462,0679413472,0307121348,0307143759,067943559X
8878188212,0671555057,1559123427,0471178411,0471175757,0471165115,0471162302,1559585226,0471150576,1559390735,1559390328
0812695313,0807009180,0802139981,0520204395,0520204069,0679764437,0881333735,0684841800,0195104579,0300054289,0553289314
0671606832,0553289314,0802139981,0812530853,0385259549,1559123427,1559585226,0517594412,1559390735,1559390328,0375402497
0553289314,0802139981,0671606832,042508647X,3499132060,0804109168,0333908732,0842311645,0373871708,038533673X,0140103147
0672305992,3499100649,3499225093,3442075491,325722866X,3404125339,0932379370,0451628640,1569710228,1569473285,0452010861
0399134999,038524925X,0873379756,0553289314,0873377206,0451409353,0802116604,0312033273,1593080433,0060184906,0873378377
0321130073,0802139981,0553289314,0671606832,0399134999,0932813429,0802415547,0373258607,0373258674,0373258720,0373261241
0684854422,0393968200,031239019X,047109675X,0060911581,0714834556,0380974002,0380974010,0192815709,0553106449,0451525485
0505525542,0380818639,0843950870,0765309521,1590580273,037329249X,0380789116,1590580486,1890208825,1590580249,1551666928
0061099155,0671555235,0330266454,074756034X,0380793172,0767906357,0802139981,087923573X,0553289314,0553254456,0671824171
0802139981,0553289314,0671606832,0912936002,0867202076,0399526870,0399517413,0399507906,0865475768,0399200525,087011851X
0553231286,0393318702,038531485X,0375508120,1559123427,0764504509,0525943072,0375505598,155874732X,1558746684,0375506217
0393318702,0553231286,038531485X,1558610189,1559270659,1559123427,0764504509,0525943072,0375505598,155874732X,1558746684
0671218336,067100980X,0743225589,0374524238,1400011663,0972952942,0972869263,0743227433,0375402497,0743227891,0971574308
0679723250,9681903285,0192823795,0472086219,0441787541,0375408541,1559270659,1559123427,0375402497,0761502475,0761504427
0441203981,0441748635,0684825414,0743413016,0812555333,0375701206,0061054860,156512054X,0060006250,0295975466,0307010295
0310200180,093033082X,0752853163,0373240074,075285884X,0752859056,0753506440,0373242980,0849957680,0803297580,0753804670
0441787541,0385290349,1566196264,0929071506,0671026194,0394826655,0785815961,0451520521,037328697X,1565296273,1565123891
0441748635,0743413016,0553248588,044652056X,0679892362,0373223374,1565656296,0446521825,0446521108,1565296273,1565123891
1879237660,1859580262,0394523628,0670838365,0140166823,0517643049,0517800985,1560532734,1560524936,0375402497,0517626330
1859580262,0670838365,0394523628,1879237660,0140166823,0517704005,1560524936,0375402497,051788433X,1560449667,0517883384
1582402159,0441787541,0192823795,0140449132,0892836520,0843122390,0399133070,0843147024,0399131027,0843174218,0843178124
1582616485,0385485670,0679420908,0394523628,1879237660,0670838365,1859580262,0140166823,0385491468,0471506583,0879516070
0140449132,0553575775,078670683X,0449900568,0449702472,1559585226,0373262981,0786706953,0373264186,0373264402,0449245047
8495407744,0472086219,9681903285,8420429031,8432205826,0140185135,0192823795,0394859235,0821736949,0821739522,0394750500
0192823795,038097701X,9681903285,0472086219,0451455835,0679877606,1559277254,1559702435,0373511310,0451523318,0762412119
0394758277,0450057062,0140238131,0747247838,0349104786,0151003394,0330492136,0385720688,0070479046,0380709384,0688001793
014044629X,1570611483,0806922737,1552975401,0449910024,0805055517,0380978792,0345297687,0802139744,038082048X,0553575481
0679420908,0385485670,1582616485,0394523628,0670838365,1879237660,1859580262,0140166823,0385491468,0471506583,0380707632
0670838365,1859580262,1879237660,0394523628,0140166823,0452010462,1569472084,0792458052,037328697X,1569471924,0452266297
8484034526,8466200711,096623460X,0446606294,0441787541,0385041594,0373270968,0451523318,0373271786,0786817259,0373271980
0140184937,1586420054,0747541523,0375700552,0802131042,0786212055,8426423132,8479530960,0140437711,1582341311,1557041431
0394523628,1879237660,0670838365,1859580262,0140166823,1565656296,0741412896,0385150261,0385152329,038519451X,0385233728
078688942X,0689843674,0439178789,0786817259,0201416069,0684196875,0932440568,0380769387,0201895293,0743415248,0380775549
0553373854,0764540297,1592281400,0062702440,0679600140,0130928585,0821228579,0609608797,9812349510,1569244286,0425178242
0385485670,0679420908,1582616485,0394523628,1879237660,0670838365,1859580262,0140166823,0385491468,0471506583,0446604690
0688171451,0345397266,0805076557,1555836569,0142437220,067975511X,0670859516,0155017500,0060183713,0134589025,0534353908
0345315715,0812554256,0395883822,0380820463,0964230445,1572232188,1578565480,0449141993,0670514209,0307160491,089296524X
0345336275,0812571916,0345335635,0380820463,0380775549,0771065949,0590118455,0425121046,0671567802,0671416901,0553257366
1551667010,0743227867,038548979X,0897893603,0575074434,0330250817,0330244728,0583129358,0263818594,0263819299,0140216014
0446301353,0814627676,0553153714,0849957680,038533348x,0385334532,0385335032,1581590229,2070752313,2080672479,3499132060
0451409639,0373760736,0373217331,0373612540,0373832087,0373119917,0352332778,0373612583,0373058535,0345414535,0786707135
0380793342,0807055018,8484034526,0373123485,0528838946,8466200711,1883303117,0671606735,0440181313,0451210662,096623460X
0486295729,068803196X,0913299944,0399507906,0865424721,0865473927,0399526870,0865475768,0399517413,0399200525,0425030431
0140622160,0380798344,0380798336,1903471737,0553213474,0802447910,068803196X,0786885971,0399526870,0399550003,0865473927
0515094773,0515108618,0380791021,037302956X,0373166265,0525941681,037301970X,1855859939,1580050603,0373023146,0380726041
068803196X,0439221714,055313065X,0884194876,0687194938,0515076147,0965608670,0515072680,0965208281,0515060208,0684870827
0373271948,0446361836,0446812056,0743225783,1551661462,0345295064,0440220432,0373240074,0373195141,0373482795,0373764855
2080701142,0380793083,0838414656,0395694604,039570751X,0395710413,084234814X,0395718627,0842337938,0395733456,0395811104
158243140X,0892966696,0395850878,0395599369,0395621518,0395657768,0395661641,0842373608,0395689279,0395694604,039570751X
0764912518,1586210300,0972044205,0312203888,0898655293,0451169034,0060182695,0792237455,0792458052,038075553X,0385721218
1583480935,0671420062,0028641752,0786010002,059046678X,044020304X,1555835376,0743427718,0965208281,0786016000,0520034228
1569717370,0517053195,0806522100,0312141025,0062507176,0312058225,059046678X,1583480935,0965208281,0743427718,044020304X
0349107688,0140377883,0500050848,1857582500,0860682854,0273018000,0140436847,0352337877,055299863X,0140028668,1862053642
1555835376,044020304X,0965208281,0743427718,1583480935,0786010002,0028641752,059046678X,0671420062,0786016000,0764553453
0965208281,1555835376,0786010002,0743427718,1583480935,0028641752,044020304X,059046678X,0671420062,0786016000,051788433X
0860682854,0140028668,1862053642,014043061X,0385233728,1563056372,1565041836,0525463089,0525249478,156458299X,0525248358
1862053642,0140028668,0380729210,0394608127,0394701143,039471024X,0394711270,0821729861,0821721933,039471752X,0821717219
014043061X,0192827839,0451523318,0140028668,0553096478,0446606987,0553106406,1862053642,0743418379,0373440340,1565926005
0140028668,1862053642,0805010149,0807119466,080249238X,0671680757,0583121349,345318808X,0671676350,0471548316,0862417929
0806522100,0312141025,1569717370,0517053195,0062507176,0312058225,1583480935,0028641752,059046678X,0671420062,1555835376
0553121375,038078999X,0739428225,0380794233,0394424379,0880707755,0394508947,0880709820,0394504712,0881501190,039442350X
0786016000,0965208281,0786010002,059046678X,044020304X,1583480935,0028641752,0743427718,0575072180,051788433X,1555835376
0786010002,044020304X,1583480935,059046678X,0671420062,0028641752,1555835376,0965208281,0743427718,0786016000,0375402497
0671632663,0452282349,0821223208,0441736637,1877961116,1555911927,0345341953,0671818937,0312958145,034537102X,055325975x
0671027514,0425179249,0141310995,0373196598,1855859939,1580050603,0061085154,0352337567,0373834632,0553579339,0505522985
0671420062,044020304X,0743427718,0028641752,1583480935,1555835376,0965208281,0786010002,059046678X,0786016000,1569710228
0345257502,0345350464,0932379370,0425070018,0425093239,0425091511,0425087654,042508647X,0425071731,0425065340,0425103331
0812510127,0878337997,0310250811,0849937132,0006148891,0451127528,0849935202,0470000465,0373122381,0373122438,0471037060
0425191729,0671724002,059041626X,0553072633,0373120796,0061010839,0385293542,0671744003,0449146650,0060170123,0590411241
0879800429,0525941681,037302956X,037301970X,1562931075,1570710562,0446601756,0553075624,0307104206,0679017747,0451191544
0517053195,0312141025,0806522100,1569717370,0062507176,0312058225,1555835376,0671420062,0786010002,059046678X,0965208281
044020304X,0965208281,0028641752,0743427718,0786010002,059046678X,1555835376,0671420062,1583480935,0786016000,0874831563
0553227386,0471084263,0471175757,0801834910,0806948884,155874343X,0140030999,8484323498,0553052802,0802044069,0767903420
0471084263,0553227386,0761516719,037575234X,0806961147,0806948884,0140030999,8484323498,155874343X,0553052802,0801834910
0385484984,0553227386,0471084263,0671734970,0375408673,1558538291,155850804X,0747271356,1558322051,155828592X,0553225235
0312141025,0517053195,1569717370,0806522100,0062507176,0312058225,0743427718,0786010002,1555835376,0965208281,059046678X
0312058225,0062507176,0806522100,0517053195,1569717370,0312141025,0786010002,0965208281,059046678X,0671420062,1555835376
044990668X,0449147460,155583115X,077109129X,0849935202,0452278910,0385480164,0671651129,1573453005,0736901329,0310223520
0062507176,0312058225,0517053195,1569717370,0312141025,0806522100,0028641752,1555835376,044020304X,059046678X,0786010002
0028641752,044020304X,1583480935,0786010002,0743427718,059046678X,1555835376,0965208281,0671420062,0786016000,0425136809
0889951853,0889951918,0679310002,076150592X,0671015370,0002005395,0517880075,0517800985,0517704005,0375402497,051768781X
0002005395,076150592X,0889951918,0761516719,094105148X,0804109168,0333908732,0842311645,0373871708,038533673X,0140103147
0848801512,0806977256,0060187522,0340107715,0394718399,0451207467,0790008033,0792237455,2020481707,0792278771,0792280105
0888012748,0002005395,0889951918,076150592X,0888012268,0889951853,0843122390,039911565X,0397472242,0396086012,0395962757
0806977256,0848801512,0340107715,0394718399,0060187522,0451207467,0790008033,0792237455,2020481707,0792278771,0394557247
0889951918,0002005395,076150592X,0312203888,0195412060,0060182695,038075553X,0792237455,0385721218,0792458052,0863560253
0812534085,0028612922,0002000547,0070563233,1864502223,0312855729,0451205197,0140367713,0971545111,0515131814,0312867212
0888012268,0888012748,0002005395,076150592X,0889951918,0889951853,1577486420,0803289332,0803291868,1578050472,0803295545
0394740181,0888012748,0393045897,0393309274,0446391484,1857443047,0871066599,0898155991,0131830074,0195064879,0312265271
0394718399,0060187522,0340107715,0375508120,1559270659,1559123427,0764504509,0525943072,0375505598,155874732X,1558746684
076150592X,0889951918,0002005395,0312203888,3442553059,0060182695,0792237455,038075553X,0792458052,0385721218,0451169034
077109969X,0679725245,0771099606,0888012748,0771099789,0889951918,0002005395,076150592X,0771098502,0889951853,0345278674
0340107715,0060187522,0394718399,0375509038,1559123427,0764504509,0525943072,0375505598,155874732X,1558746684,0375506217
0679017747,0451191544,0307104206,0553075624,0312977174,044020464X,1885983093,0373075170,0786011297,0345380649,0373710399
0743442245,1565122259,0373264402,0679745211,0140026177,0940672022,0684807858,1587242583,0140436081,0316288764,0025994611
0679433902,1557481059,067100980X,0375408673,1400011663,0743225589,0972952942,0972869263,0375402497,0971574308,0375405836
067084148X,044011764X,0688028624,0449205215,0449240932,0064640213,0802150888,1568580010,0449223264,0375813039,0446670804
0802415547,0393024407,073941478X,067083257X,0871133059,0060182695,0743444787,0804109168,1593101414,0898707900,1573220515
0449206084,0449238687,0380978423,0865475768,0865424721,0399526870,0865473927,0399517413,0399507906,0399200525,0425028615
037542167X,0691037639,0882950258,0060590548,0762412119,0520242335,0375421750,0060556102,0929701712,1582380805,1565123891
0449238687,0449206084,0380978423,0399200525,0865424721,0399526870,0865473927,0399517413,0399507906,0865475768,0867202076
0882950258,0691037639,3100540107,0060182695,0792237455,0385721218,038075553X,0863560253,0671680757,0451169034,0792458052
0070479046,0688001793,0553131192,0446518131,0195091477,0848805526,1559724579,0553380567,076112635X,1569471290,0800717570
048629577X,0140194592,0747537690,0807070599,0811201031,0316639680,0874869676,1565847407,1853264628,0877736944,0882950258
0691037639,0882950258,034038784X,0738203424,0913299944,1585423378,8187496266,042508647X,0739411934,0739418963,0910937044
0811816281,1873176570,0811831965,0486227812,0916397769,0312204353,0399550003,0861889908,086442017X,0399147047,0863775454
2264029463,2702413390,2070394867,2879292948,2277119369,0393961192,0843933658,0843922877,0843178124,0393972135,0843174218
0099533405,1931081743,0671678175,0877014396,0877229333,0877286027,0877455546,0425093239,0425091511,0877654328,0875967639
0553212621,0330266454,0393045897,0380793172,1586420054,8483061945,8493065765,8483101718,0553230964,9507399232,0815411839
9507399232,8483101718,8483061945,8493065765,9504910599,9500719193,8483106973,8420441732,0879725109,8478885749,8408047981
8483106973,0879725109,9504910599,8420441732,1578061695,1559270659,1559702435,0375402497,0517643049,1559585226,0375405836
9504910599,8493065765,8483061945,8483101718,9507399232,9500719193,0879725109,8483106973,8420441732,8408047981,037575234X
0156029065,0373052715,0671637819,0140245251,0380780232,8474171210,0380793423,037376099x,0006174841,0373482698,0451164881
0879725109,8483106973,9504910599,8420441732,1578062322,1559277254,1559703849,1559702435,0375402497,0517643049,1559585226
0935028706,0020820852,0913299944,0399200525,0865473927,0399526870,0399517413,0399507906,0865475768,0867202076,0865262179
8423330362,0674362500,8489618623,9504910599,0879725109,8420441732,8483106973,3518276395,0426202015,3453179323,0958710295
8408047981,8433920987,9504910599,0879725109,8483106973,8420441732,0887383254,0394859235,0395199794,0395198437,0821769936
0020820852,0935028706,0385152329,1565041968,0373511671,1565296273,037351185X,0373512295,0373513178,0749704209,0373520190
8493065765,8483061945,9507399232,8483101718,9504910599,9500719193,8420441732,0879725109,8483106973,8478885749,8408047981
8483101718,9507399232,8493065765,8483061945,9504910599,9500719193,0879725109,8483106973,8420441732,8478885749,8408047981
8483061945,8493065765,9507399232,8483101718,9504910599,9500719193,8420441732,0879725109,8483106973,8478885749,8408047981
9500719193,8483061945,8493065765,8483101718,9507399232,9504910599,8420441732,0879725109,8483106973,8478885749,8408047981
0060931132,033035082X,0006547745,0786706953,0811829057,1585675458,0811815285,1585673382,1585671894,0811818721,158567074X
033035082X,0006547745,0060931132,0345388895,0965503402,1578566576,0451191544,0538124415,0689108060,0333908732,0964928310
0449911543,033035082X,0500281505,0060931132,0006547745,0942110048,0465043089,0452273757,0452272211,0830822062,006064589X
1569470146,0020165609,0060934050,1556524919,0892966459,0842373608,0842357424,0395811104,0395733456,0395718627,0395710413
0006547745,033035082X,0060931132,3453209613,8817664782,0330343629,0140105166,8807014815,8807811464,0399138641,0399139311
080505622X,0345271025,0312983816,0618109617,0812538951,1578567610,0375505520,0385489366,0679758542,0684814897,0538124415
0760310904,1571740481,0449220281,068482440x,0880117028,0525935312,0684824183,0880015950,1852309539,0525936548,0684822733
1578567610,0679758542,042508647X,0761516719,0393035913,0804109168,0380007576,0684825953,0671497782,190301512X,0859915107
006097253X,1558507205,0670848573,0151931038,067162220X,039457172X,0446607266,0743260074,0440502608,0380729210,0395621518
0385477074,0575072180,0802732801,1578567610,051788433X,1569471924,0786016000,1562829327,0393087832,0452284511,0451409132
0806995297,0345383486,1854102257,038507042X,0140182934,0870119818,1895837707,1569248303,158567043X,0679311378,0373825587
0679758542,1578567610,0892836520,0965664120,0741412896,0374524238,0505522055,0505519909,0966491203,0966294513,0375402497
0915132168,1576735788,0696209292,1593101414,0312850247,1592571700,055358197X,074345829X,0312420692,0671519050,0684841134
0425164349,0805076476,0812815092,1859580769,0130165557,0385254520,014029953X,0140140751,0385124740,0875969305,3426268779
0373259913,051513466X,0380789116,1590580486,1890208825,0765309521,0425183653,1590580249,1590580273,0399149686,0312283962
0451211634,0399148159,0062507311,0385337841,0425136809,0877888566,0877952604,0878577475,087877033X,0425103331,0879059508
1576735788,093033082X,0451528425,1569472084,0792280105,1569471924,037328697X,0452010861,1569471290,0452010462,0452008999
0451190092,0345314093,0373217285,0425103331,0805039759,0375726519,0849953014,0553208934,1557733783,075282130X,0375421750
0821772163,0380818639,0380789116,0425183653,0399149686,1590580486,0451409914,1590580273,1590580249,037329249X,0765309521
0880117028,013400888X,067100980X,0743227433,1400011663,0743225589,0972952942,0972869263,0375402497,0971574308,0375405836
0060092149,051513466X,1590580273,1890208825,0380789116,0765309521,1590580249,1590580486,0399149686,0425183653,0843950870
013400888X,0880117028,0385337841,0670839337,0393090078,0896084825,0393305546,0896084574,0896083292,0393315002,0896081303
0373711697,1590580273,0425183653,1590580249,1890208825,1590580486,0399149686,0380789116,0765309521,051513466X,0312875509
080411997X,0517091291,0553212826,0312979851,0380818639,0451522133,0345447395,051513466X,1890208825,0399149686,0380789116
0373825587,0373825544,038507042X,0679311378,0140182934,1854102257,0373825501,0870119818,1895837707,158567043X,1569248303
0373825501,0373825587,038507042X,0679311378,0140182934,1854102257,0373825544,0870119818,1895837707,158567043X,1569248303
0373825544,0373825587,038507042X,0679311378,0140182934,1854102257,0373825501,0870119818,1895837707,158567043X,1569248303
0679737154,0789480069,0743211154,0552133841,0373240074,0694525871,0552137308,0552136875,0373242980,0694522872,0440221056
0373123442,0515129062,038075553X,0373710399,0373710577,0933286481,1550373560,0752509721,1550541153,075222025X,0380776804
1551666928,0843950870,1890208825,0399149686,1590580249,1590580273,1590580486,0425183653,0380789116,0765309521,0451409914
0451410831,051513466X,0345447395,0765309521,1590580273,1890208825,0380789116,0399149686,0425183653,1590580486,1590580249
0789480069,0679737154,0743211154,0552133841,0373240066,0373240074,0694525871,0552137308,0552136875,0373242980,0694522872
0373711352,1590580249,1590580273,1890208825,1590580486,0380789116,0765309521,0399149686,0425183653,051513466X,1590580354
0373120796,0553072633,1552090094,0590411241,0380711362,0821740261,0060170123,0449146650,0877014396,0425093239,0425091511
0451204751,0375756655,037328697X,0373264186,0373264402,0449910415,0373270968,0373271786,0688044611,0373271980,0373272162
0425183017,037301970X,0525941681,037302956X,0373026803,0307030768,0373028741,0373023146,0373096283,0451146360,0373511426
158567043X,0373825544,0140182934,1895837707,0373825587,038507042X,1854102257,0679311378,0870119818,0373825501,1569248303
0373290217,0679436065,0441022790,0811832406,0618340696,0689833369,0061043486,0816728739,052136695X,0231074883,0449900568
0373118694,075285884X,0671680757,3499132060,0804109168,0333908732,0842311645,0373871708,038533673X,0140103147,0312857179
0373832907,0061008761,0809224275,0440508592,0842317279,0373763824,0312150709,0373076584,0345289129,0658001701,0373240066
0399149686,0765309521,1590580249,1890208825,1590580486,0425183653,0380789116,1590580273,051513466X,0312875509,0843951044
038081790X,0060519711,0380821060,0380821052,0821774263,0802433243,0440236940,0451407539,0380821095,0451410912,0060502177
